262|487;835;415;545;488;735;885;604;516;512;68;
263|17;59;
264|843;747;835;243;82;889;
265|338;179;861;575;62;648;604;
266|148;475;207;392;124;48;279;826;436;225;
267|626;177;
268|926;442;10;725;
269|760;876;404;307;406;461;160;75;673;833;
270|540;918;187;570;260;469;789;
271|487;45;830;633;166;134;
272|289;396;360;496;474;558;688;429;
273|82;15;525;110;
274|823;765;481;373;817;467;440;312;
275|468;122;397;205;673;588;
276|901;854;454;280;
277|50;457;571;47;
278|16;247;662;778;889;528;12;
279|643;155;183;792;427;746;627;260;644;266;
280|484;706;276;733;48;352;203;335;
281|926;191;655;439;221;125;852;647;91;666;
282|632;506;
283|684;305;717;469;510;
284|552;169;590;303;111;
285|338;258;372;185;
286|746;466;
287|643;243;663;241;103;523;
288|414;196;46;171;932;441;724;
289|121;901;738;629;272;904;104;657;89;
290|195;20;19;560;309;
291|491;
292|935;852;146;409;251;43;
293|130;349;202;794;
294|843;220;45;594;409;
295|181;131;775;140;316;164;899;
296|52;337;897;438;637;376;98;54;499;920;
297|368;531;448;673;925;21;
298|341;204;31;
299|249;58;140;308;934;
300|479;855;139;126;474;27;161;825;930;350;711;
301|179;800;823;306;496;725;691;440;
302|483;830;633;83;708;939;657;841;
303|432;518;60;284;
304|463;923;153;571;364;
305|593;606;336;283;521;360;928;56;568;120;7;
306|447;301;378;769;554;
307|269;17;845;509;656;260;938;109;440;
308|788;817;563;26;299;205;
309|234;847;758;672;290;229;
310|16;382;886;209;531;376;659;
311|731;323;632;697;778;574;856;
312|234;274;256;58;372;680;
313|566;358;627;410;37;119;
314|10;358;211;
315|177;934;206;549;
316|479;763;886;64;684;166;208;295;160;938;
317|715;339;524;667;937;465;46;899;831;753;557;21;
318|324;154;101;908;
319|501;798;483;73;340;467;168;
320|505;551;817;428;26;612;360;867;751;330;105;
321|577;573;742;354;448;161;686;236;105;
322|643;854;604;873;227;
323|551;24;311;51;920;39;
324|559;741;942;318;562;515;476;409;
325|501;220;813;667;485;469;411;
326|370;65;431;25;829;39;245;
327|351;935;795;837;
328|184;186;194;748;
329|874;552;11;683;914;710;692;570;630;
330|392;663;24;320;868;44;665;42;
331|699;143;10;131;599;693;205;
332|152;437;793;159;528;7;
333|555;
334|13;434;64;615;934;884;
335|395;531;280;851;
336|184;701;490;344;305;47;639;635;549;251;
337|633;811;174;296;410;848;
338|487;285;17;265;679;391;
339|431;317;882;25;373;508;426;230;
340|319;198;520;529;477;660;75;797;
341|237;76;434;10;700;393;37;298;542;871;657;7;
342|663;612;707;40;120;92;884;774;
343|390;143;50;457;545;387;
344|583;130;336;722;890;109;586;
345|898;835;59;903;689;591;825;789;89;610;
346|478;784;607;131;19;75;
347|585;741;519;687;754;436;807;659;787;684;941;620;510;
348|25;834;176;168;42;
349|79;935;759;882;353;154;199;293;222;637;649;851;
350|459;483;618;300;495;
351|746;327;599;
352|763;147;723;280;438;104;659;610;38;258;822;916;473;
353|77;349;443;565;354;
354|801;353;34;526;321;917;576;848;423;777;
355|72;574;824;
356|723;803;
357|410;41;
358|370;22;314;313;243;746;532;253;
359|874;636;96;879;545;153;913;708;
360|390;305;320;222;374;246;272;394;44;
361|927;65;793;200;477;
362|690;871;557;68;
363|518;555;476;33;
364|718;372;304;403;
365|415;518;791;9;601;49;771;696;654;255;
366|449;48;44;724;218;635;
367|628;249;216;435;187;707;674;825;416;255;
368|931;297;744;43;
369|935;482;44;719;
370|186;398;358;86;883;848;1;753;326;
371|578;667;755;425;
372|285;127;87;4;114;97;838;312;364;
373|747;339;274;930;506;
374|692;360;229;
375|385;922;821;134;
376|239;458;941;928;296;660;569;310;3;
377|847;5;700;176;
378|145;195;519;697;427;194;10;306;576;714;558;
379|580;178;478;615;
380|456;637;160;
381|466;217;777;218;
382|796;801;252;733;599;190;565;151;310;837;
383|459;220;784;566;80;248;496;735;123;
384|655;756;703;112;146;696;657;
385|463;170;396;761;41;110;807;375;
386|585;449;421;407;91;919;110;388;31;696;
387|823;881;26;24;343;859;441;236;753;
388|788;701;605;718;386;730;673;
389|556;67;208;511;693;
390|596;551;71;67;200;343;360;477;56;230;
391|338;471;854;438;231;899;
392|931;458;147;791;90;228;330;598;814;266;
393|341;101;674;
394|921;897;531;241;360;867;146;448;403;
395|931;500;760;587;529;208;335;750;
396|239;671;450;772;468;925;108;385;880;83;272;54;537;
397|198;918;114;275;68;
398|370;6;
399|690;563;139;
400|130;828;89;
401|129;240;915;58;5;806;532;650;420;939;
402|731;79;472;742;
403|862;763;58;647;394;724;364;
404|269;906;60;214;743;870;
405|142;82;894;173;406;689;110;939;794;
406|405;269;127;
407|459;505;520;173;722;386;938;213;
408|61;830;917;925;
409|69;847;324;778;511;292;294;
410|313;357;684;337;769;112;936;37;
411|325;172;220;812;81;667;233;864;89;
412|16;150;90;
413|55;188;763;198;651;525;852;912;244;
414|288;606;64;51;829;
415|876;365;880;262;867;
416|210;152;34;697;367;112;608;893;54;
417|459;881;897;261;456;150;547;31;
418|505;830;64;581;253;
419|67;261;174;659;35;446;
420|731;208;401;878;724;
421|483;177;683;133;386;476;3;
422|596;741;130;250;132;222;609;702;504;
423|492;664;161;354;554;244;
424|21;
425|886;10;371;470;
426|339;848;120;648;440;
427|239;26;378;491;279;482;
428|437;320;905;70;
429|272;913;176;795;
430|807;42;
431|339;173;609;27;730;686;326;
432|540;596;812;613;303;455;544;
433|540;460;133;803;
434|442;69;334;341;921;901;250;909;590;512;864;
435|367;909;495;84;
436|445;347;852;929;110;844;555;105;266;
437|129;880;694;507;53;428;790;332;
438|820;704;583;828;352;296;116;795;794;640;391;230;
439|29;281;212;932;925;
440|857;301;672;240;274;426;307;639;533;
441|288;559;38;590;466;174;454;608;647;387;504;
442|268;942;434;254;495;872;225;54;
443|2;353;587;776;124;114;75;827;230;
444|761;136;99;708;31;229;
445|874;436;70;
446|419;759;202;825;
447|93;886;507;254;306;844;
448|297;234;321;897;663;66;538;642;394;533;
449|156;366;918;651;645;561;535;386;943;688;
450|396;849;
451|935;816;
452|491;754;153;599;193;
453|878;
454|207;276;879;44;679;206;441;807;925;39;
455|432;
456|823;198;468;208;532;40;523;725;913;729;417;380;
457|914;830;733;343;277;
458|577;530;82;392;127;222;376;724;
459|383;192;407;562;604;646;691;350;417;
460|556;694;518;564;618;599;565;433;75;110;
461|519;269;95;829;
462|191;130;727;620;3;
463|108;385;531;5;304;
464|759;741;66;903;846;498;253;37;870;
465|317;855;75;
466|237;286;749;664;381;201;441;785;
467|624;882;319;237;183;274;576;826;474;44;871;
468|396;76;71;10;710;456;775;848;275;
469|2;325;270;50;283;894;867;569;649;
470|603;566;769;137;889;49;698;839;425;
471|559;241;826;819;702;753;391;
472|402;733;575;12;696;
473|247;352;601;
474|183;467;300;272;
475|247;44;266;
476|324;734;421;363;525;537;
477|390;219;340;174;361;
478|487;78;855;346;379;
479|16;300;316;54;
480|931;115;
481|274;495;
482|239;369;427;491;246;51;727;732;
483|129;319;38;421;302;350;555;
484|692;280;649;557;506;
485|325;839;751;
486|182;765;256;127;517;208;539;803;712;646;797;
487|338;706;237;478;169;271;262;180;117;171;736;
488|210;798;262;517;126;594;
489|22;20;154;9;236;
490|184;142;336;167;728;
491|154;452;427;638;291;190;214;482;
492|683;52;166;662;561;423;
493|242;244;218;
494|82;174;119;
495|442;621;910;481;694;573;169;435;173;114;350;
496|383;301;272;212;
497|166;828;134;232;157;650;
498|862;464;645;
499|152;653;550;891;23;589;783;296;41;
500|892;395;77;173;806;913;175;729;118;794;
501|325;319;776;818;682;850;153;167;924;
502|169;662;197;
503|177;14;201;649;255;
504|546;19;422;441;864;197;
505|129;418;77;670;520;320;180;407;
506|643;484;373;186;282;246;775;644;557;193;7;
507|779;580;597;447;437;577;199;104;939;
508|339;17;36;736;
509|216;106;307;
510|347;706;891;283;832;216;590;260;140;899;686;119;
511|798;815;389;145;866;941;86;56;569;409;
512|249;262;434;678;543;528;912;225;829;837;
513|596;862;147;
514|180;674;
515|324;940;119;
516|812;262;256;629;111;
517|874;624;486;186;553;19;488;535;527;
518|628;365;460;363;717;868;303;43;
519|820;347;378;132;859;117;461;
520|505;526;340;407;114;677;
521|787;553;836;687;305;754;222;819;722;548;679;
522|121;617;661;635;
523|287;832;733;456;665;925;
524|234;704;317;784;168;135;905;
525|931;413;815;209;273;133;222;98;555;476;
526|121;520;354;
527|79;256;517;673;18;
528|891;10;332;278;512;
529|395;914;340;139;146;
530|458;547;594;827;740;816;
531|463;297;660;394;335;310;774;795;218;
532|65;237;80;793;358;695;456;401;689;
533|448;698;440;
534|796;207;64;619;707;735;
535|449;741;553;101;517;850;
536|882;914;606;562;44;729;
537|800;396;897;570;608;888;244;659;476;
538|448;231;
539|486;82;810;124;62;
540|129;270;432;81;850;433;825;930;236;255;
541|199;26;131;116;
542|798;341;200;225;
543|863;839;512;
544|773;432;849;
545|179;741;262;343;87;201;753;359;
546|845;504;814;
547|823;626;603;530;80;582;650;135;417;89;
548|102;65;199;521;
549|882;336;64;315;711;
550|81;499;
551|390;323;178;320;609;622;934;740;900;
552|82;564;119;284;329;
553|237;521;30;517;535;236;557;
554|306;718;423;
555|815;483;333;363;625;525;436;932;21;
556|389;460;59;807;104;
557|317;484;362;553;564;252;506;924;
558|626;822;378;906;173;589;272;802;68;
559|324;471;117;441;
560|24;290;
561|449;38;492;909;574;712;
562|459;536;324;859;819;
563|892;741;80;618;700;399;308;
564|552;840;587;194;460;62;873;557;
565|382;353;19;460;
566|669;313;383;684;470;
567|769;111;
568|305;208;17;205;
569|631;823;674;126;511;469;376;888;
570|270;121;917;911;215;579;919;329;537;
571|15;703;304;277;
572|20;859;120;
573|321;495;777;
574|6;355;662;311;48;613;707;561;89;
575|6;472;147;215;265;652;225;
576|220;855;378;467;40;354;42;
577|458;321;507;703;854;727;872;601;
578|216;112;371;928;599;161;68;
579|570;193;
580|907;170;507;132;629;379;852;
581|418;715;221;209;703;211;904;868;
582|703;547;728;
583|668;344;48;438;646;225;197;
584|942;828;27;235;924;
585|347;177;921;386;49;814;
586|344;158;236;
587|395;154;564;443;
588|179;6;865;864;275;
589|840;94;718;41;499;558;
590|434;26;638;231;441;284;510;68;
591|164;743;345;
592|68;
593|305;19;42;
594|739;530;606;66;488;47;294;
595|196;789;
596|390;79;432;198;513;147;422;
597|178;507;662;943;12;
598|653;77;392;791;122;62;860;
599|351;578;382;143;452;460;770;151;331;
600|30;
601|365;577;828;58;473;
602|720;82;831;
603|874;843;547;470;
604|459;704;181;262;50;265;322;780;650;
605|801;149;899;388;
606|536;305;414;51;860;594;924;
607|346;737;197;
608|931;687;619;441;416;537;
609|431;551;803;422;780;12;
610|79;773;891;24;187;352;639;345;
611|232;171;
612|207;320;222;342;
613|172;65;432;143;147;173;574;744;
614|172;788;866;186;824;943;658;119;875;
615|720;334;219;942;53;17;622;379;
616|617;936;816;43;
617|909;616;522;
618|765;207;563;755;460;168;350;640;
619|926;172;66;48;608;534;116;
620|108;347;462;
621|220;114;853;495;
622|149;551;615;153;740;
623|
624|692;467;517;846;214;679;7;
625|129;153;860;728;89;555;39;
626|690;914;667;267;547;650;558;
627|313;148;279;647;231;244;
628|191;518;367;197;3;
629|580;289;792;5;826;136;516;
630|16;910;329;251;
631|569;
632|311;282;894;722;844;
633|249;271;337;302;804;215;140;89;799;
634|156;843;834;91;37;920;
635|366;336;100;522;
636|220;854;32;359;
637|764;914;349;296;380;
638|491;590;40;644;110;
639|74;336;610;440;
640|935;618;661;735;438;
641|926;834;124;153;49;104;
642|222;448;
643|287;279;322;831;930;195;823;82;861;692;937;506;856;
644|787;910;77;723;638;241;279;850;648;506;
645|449;13;862;498;
646|459;764;486;583;173;
647|923;862;53;778;627;281;441;35;403;
648|426;265;644;
649|79;484;667;349;28;469;503;751;870;
650|626;130;173;497;401;547;604;
651|449;413;772;31;
652|129;671;45;758;139;575;62;919;47;696;
653|154;766;54;659;499;598;
654|365;198;247;896;889;717;60;244;
655|384;818;215;232;281;
656|765;177;34;240;19;58;911;716;59;307;
657|384;289;341;302;238;853;934;
658|614;50;119;
659|419;347;773;918;716;352;98;893;653;843;733;158;310;537;
660|129;340;531;376;
661|5;640;522;
662|65;502;597;492;574;278;751;244;
663|152;79;287;448;912;330;229;342;
664|69;222;466;423;
665|22;758;824;904;260;523;330;
666|191;763;207;824;281;
667|325;317;626;371;854;235;411;649;
668|149;583;
669|773;566;756;1;
670|65;505;818;802;752;1;888;768;729;
671|93;396;19;887;202;652;151;744;
672|697;920;309;744;440;
673|297;836;269;58;222;28;527;388;275;
674|170;683;23;367;187;819;393;569;514;
675|919;37;
676|191;45;242;
677|178;697;710;187;897;520;168;120;
678|170;196;512;43;
679|338;624;181;863;521;454;
680|715;64;215;312;
681|237;147;132;174;158;718;201;925;
682|501;784;
683|492;421;674;225;329;
684|347;283;67;566;710;204;410;316;757;794;
685|155;840;852;943;825;
686|431;715;321;8;510;
687|347;521;608;
688|449;937;806;272;123;934;231;
689|156;405;890;532;345;814;732;
690|626;362;194;903;852;904;399;12;919;42;
691|459;301;838;
692|643;624;765;484;817;374;136;329;
693|191;389;706;331;
694|704;437;460;495;62;
695|143;723;19;532;853;27;
696|898;384;365;472;158;652;386;
697|672;378;311;9;677;416;
698|874;701;770;470;533;833;
699|13;59;331;7;
700|341;377;563;
701|234;336;173;698;388;
702|170;741;471;422;899;
703|384;577;581;582;171;571;729;
704|694;524;438;604;
705|863;50;845;
706|487;693;280;895;510;
707|731;921;367;574;534;342;
708|302;359;225;768;444;833;
709|876;763;894;168;225;
710|815;258;684;776;468;677;329;
711|26;300;549;7;
712|65;486;561;37;
713|
714|378;134;151;
715|317;13;131;581;680;686;185;870;218;
716|169;133;656;884;659;
717|65;283;749;518;894;654;
718|207;221;14;215;803;681;589;554;388;364;
719|369;830;198;32;
720|602;855;615;41;70;
721|917;140;
722|857;847;632;209;521;344;19;407;107;
723|180;356;352;695;644;
724|65;288;366;458;756;903;232;420;403;
725|301;268;803;456;851;
726|86;204;
727|882;577;482;462;
728|490;125;625;582;
729|536;500;822;219;703;670;456;168;107;
730|431;122;388;
731|402;191;311;707;246;420;
732|76;689;482;
733|382;472;457;280;523;659;
734|155;772;920;476;
735|172;383;262;83;534;640;
736|487;508;749;83;897;124;261;885;231;
737|607;132;59;
738|747;289;196;255;
739|48;594;3;
740|902;6;188;551;530;139;215;622;168;940;
741|347;324;464;563;828;545;422;702;535;
742|402;321;
743|404;591;824;7;
744|671;368;672;613;906;135;
745|141;
746|351;6;286;207;358;279;206;816;
747|857;264;373;81;738;936;214;
748|50;328;
749|813;466;153;717;736;
750|395;53;10;171;255;
751|662;485;320;649;
752|798;670;62;
753|370;129;317;471;124;545;387;
754|347;914;452;521;51;110;
755|371;821;618;912;
756|384;669;180;100;846;4;724;
757|684;
758|652;206;309;665;
759|779;464;349;446;
760|172;395;269;147;36;
761|385;178;444;
762|801;880;101;153;
763|413;78;169;352;709;99;316;666;403;
764|155;19;637;176;646;
765|486;834;274;692;618;656;36;12;
766|653;
767|83;
768|34;670;59;872;934;708;115;
769|567;306;410;470;
770|165;599;91;698;3;
771|365;853;912;
772|55;396;734;651;125;14;19;909;49;
773|669;840;1;659;544;610;
774|234;531;342;
775|220;876;468;41;295;506;
776|501;828;710;443;
777|183;573;19;381;354;
778|178;311;99;647;161;151;278;789;409;
779|759;507;254;151;
780|810;147;127;124;609;604;
781|175;245;
782|64;132;
783|22;853;499;
784|383;524;209;346;682;134;
785|64;909;466;171;135;
786|
787|347;521;222;62;644;
788|902;614;936;308;860;205;388;
789|595;270;778;345;
790|437;12;
791|179;365;892;392;86;8;871;925;598;
792|191;629;279;68;
793|195;184;332;238;532;212;37;225;361;
794|405;500;684;293;215;438;85;
795|10;327;531;438;224;938;429;115;
796|382;19;132;87;534;
797|486;340;873;856;
798|2;808;220;319;488;511;752;85;542;
799|633;
800|301;209;153;537;
801|830;382;58;762;605;883;137;354;831;
802|907;670;117;900;558;
803|486;356;609;718;260;203;725;433;8;
804|179;633;
805|
806|500;401;151;688;245;
807|385;347;556;430;454;70;
808|798;
809|129;219;243;1;
810|539;780;
811|94;337;112;206;197;
812|45;432;127;411;516;43;68;
813|325;749;883;
814|585;546;392;132;689;211;871;851;
815|207;917;710;226;525;511;555;838;
816|149;530;10;746;86;451;884;616;
817|50;274;692;320;869;140;308;231;197;
818|501;655;670;909;
819|471;521;869;674;562;920;939;43;
820|78;519;438;
821|755;904;943;375;
822|352;103;168;729;558;
823|643;301;861;274;916;456;547;569;387;
824|614;355;57;743;666;665;
825|540;685;57;367;300;345;446;
826|22;471;467;200;629;266;
827|530;443;232;197;
828|584;741;891;776;106;497;400;438;601;
829|414;461;236;326;512;
830|418;801;186;408;271;457;897;302;222;719;
831|643;317;602;801;222;85;
832|131;523;176;510;
833|269;708;698;
834|857;765;634;641;164;860;244;348;7;
835|264;262;62;345;
836|521;164;673;
837|382;169;23;256;327;512;
838|815;93;158;4;238;372;691;119;
839|485;30;123;543;40;905;470;924;
840|773;685;564;589;244;21;
841|302;41;924;
842|178;203;
843|179;264;634;603;48;103;224;659;294;
844|447;632;52;82;436;231;
845|546;307;705;
846|624;464;756;
847|377;722;309;409;924;
848|370;45;337;24;468;426;853;354;919;
849|450;233;544;
850|540;501;261;535;644;162;39;
851|45;349;17;725;335;814;42;
852|580;413;690;685;246;436;281;292;
853|621;695;783;848;771;657;875;
854|636;577;276;667;322;44;32;89;391;
855|720;478;576;300;465;871;924;
856|643;79;311;894;136;797;
857|747;186;834;15;144;722;440;
858|50;204;
859|82;519;572;562;387;
860|788;6;834;606;83;625;598;
861|643;823;265;
862|258;513;645;146;647;498;40;403;3;
863|543;705;679;870;
864|434;67;261;411;504;588;3;
865|142;588;
866|149;614;511;36;47;
867|415;169;320;394;469;
868|61;518;581;330;225;18;
869|817;819;134;236;
870|72;715;863;464;404;67;40;649;
871|183;341;362;855;467;791;91;43;814;
872|442;577;890;768;
873|15;564;322;797;
874|445;603;154;121;517;157;698;359;329;
875|614;853;
876|415;269;775;709;
877|65;
878|453;420;
879|76;894;454;359;
880|437;52;396;415;67;762;222;919;
881|387;417;
882|536;154;64;339;349;467;727;235;549;
883|370;801;178;813;
884|334;226;716;201;8;816;342;
885|129;262;736;
886|447;200;316;310;75;425;
887|172;671;206;
888|252;670;569;537;
889|129;264;153;151;278;470;654;
890|129;221;344;689;872;151;893;
891|194;828;174;528;499;610;510;
892|500;199;563;791;193;
893|890;151;659;416;
894|405;632;879;709;717;469;856;
895|706;159;136;135;
896|69;654;
897|830;26;296;394;677;448;417;537;736;
898|166;134;696;345;
899|155;317;605;702;295;904;31;510;391;
900|20;551;802;136;
901|129;22;289;434;276;91;
902|788;194;202;241;740;104;
903|690;464;724;345;
904|907;289;690;581;821;236;899;665;
905|143;524;428;839;
906|178;93;404;132;98;744;558;
907|239;580;153;904;802;
908|55;67;318;162;
909|434;772;435;818;617;561;175;89;785;
910|495;1;644;630;
911|570;656;933;
912|413;663;755;248;771;512;251;
913|500;131;456;359;429;
