20|1|0.7
20|3|0.19
20|18381|0.14
20|4|0.27
20|2|0.76
21|7|0.05
21|6|0.79
21|1|0.41
21|3|0.34
21|18381|0.5
21|4|0.77
21|2|0.0
22|7|0.01
22|6|0.24
22|1|0.92
22|3|0.88
22|18381|0.8
22|4|0.93
22|2|0.74
23|7|0.56
23|6|0.52
23|1|0.77
23|3|0.83
23|18381|0.61
23|4|0.01
23|2|0.18
24|7|0.9
24|6|0.33
24|1|0.33
24|3|0.43
24|18381|0.09
24|4|0.49
24|2|0.99
25|7|0.15
25|6|0.47
25|1|0.9
25|3|0.57
25|18381|1.0
25|4|0.44
25|2|0.25
26|7|0.31
26|6|0.29
26|1|0.95
26|3|0.38
26|18381|0.81
26|4|0.15
26|2|0.3
27|7|0.64
27|6|0.64
27|1|0.76
27|3|0.87
27|18381|0.02
27|4|0.63
27|2|0.22
28|7|0.61
28|6|0.05
28|1|0.07
28|3|0.12
28|18381|0.91
28|4|0.13
28|2|0.63
29|7|0.21
29|6|0.72
29|1|0.84
29|3|0.33
29|18381|0.84
29|4|0.5
29|2|0.1
30|7|0.52
30|6|0.01
30|1|0.57
30|3|0.4
30|18381|0.97
30|4|0.45
30|2|0.12
31|7|0.01
31|6|0.91
31|1|0.34
31|3|0.13
31|18381|0.61
31|4|0.2
31|2|0.79
32|7|0.71
32|6|0.36
32|1|0.88
32|3|0.32
32|18381|0.78
32|4|0.25
32|2|0.15
33|7|0.43
33|6|0.26
33|1|0.64
33|3|0.74
33|18381|0.08
33|4|0.4
33|2|0.82
34|7|0.14
34|6|0.63
34|1|0.12
34|3|0.25
34|18381|0.88
34|4|0.78
34|2|0.99
35|7|0.98
35|6|0.11
35|1|0.9
35|3|0.03
35|18381|0.25
35|4|0.98
35|2|0.71
36|7|0.1
36|6|0.45
36|1|0.5
36|3|0.02
36|18381|0.19
36|4|0.24
36|2|0.41
37|7|0.11
37|6|0.74
37|1|0.8
37|3|0.98
37|18381|0.19
37|4|0.06
37|2|0.47
38|7|0.26
38|6|0.53
38|1|0.31
38|3|0.27
38|18381|0.53
38|4|0.14
38|2|0.73
39|7|0.85
39|6|0.48
39|1|0.55
39|3|0.38
39|18381|0.64
39|4|0.75
39|2|0.88
40|7|0.67
40|6|0.32
40|1|0.16
40|3|0.69
40|18381|0.32
40|4|0.44
40|2|0.66
41|7|0.46
41|6|0.04
41|1|0.54
41|3|0.97
41|18381|0.21
41|4|0.89
41|2|0.51
42|7|0.2
42|6|0.89
42|1|0.38
42|3|0.37
42|18381|0.73
42|4|0.02
42|2|0.89
43|7|0.86
43|6|0.83
43|1|0.0
43|3|0.62
43|18381|1.0
43|4|0.89
43|2|0.4
44|7|0.82
44|6|0.97
44|1|0.2
44|3|0.75
44|18381|0.08
44|4|0.41
44|2|0.87
45|7|0.22
45|6|0.63
45|1|0.05
45|3|0.35
45|18381|0.91
45|4|0.18
45|2|0.34
46|7|0.97
46|6|0.37
46|1|0.36
46|3|0.79
46|18381|0.18
46|4|0.96
46|2|0.83
47|7|1.0
47|6|0.37
47|1|0.84
47|3|0.86
47|18381|0.71
47|4|0.75
47|2|0.45
48|7|0.82
48|6|0.62
48|1|0.17
48|3|0.72
48|18381|0.56
48|4|0.01
48|2|0.28
49|7|0.08
49|6|0.26
49|1|0.74
49|3|0.49
49|18381|0.81
49|4|0.14
49|2|0.29
50|7|0.16
50|6|0.12
50|1|0.04
50|3|0.89
50|18381|0.04
50|4|0.0
50|2|0.74
51|7|0.53
51|6|0.35
51|1|0.15
51|3|0.57
51|18381|0.64
51|4|0.63
51|2|0.78
52|7|0.17
52|6|0.96
52|1|0.99
52|3|0.6
52|18381|0.66
52|4|0.24
52|2|0.77
53|7|0.28
53|6|0.32
53|1|0.14
53|3|0.59
53|18381|0.47
53|4|0.25
53|2|0.87
54|7|0.04
54|6|0.25
54|1|0.59
54|3|0.24
54|18381|0.47
54|4|0.25
54|2|0.18
55|7|0.36
55|6|0.1
55|1|0.2
55|3|0.05
55|18381|0.28
55|4|0.77
55|2|0.17
56|7|0.06
56|6|0.67
56|1|0.49
56|3|0.41
56|18381|0.88
56|4|0.3
56|2|0.47
57|7|0.58
57|6|0.08
57|1|0.55
57|3|0.6
57|18381|0.61
57|4|0.43
57|2|0.47
58|7|0.32
58|6|0.51
58|1|0.0
58|3|0.96
58|18381|0.97
58|4|0.7
58|2|0.81
59|7|0.68
59|6|0.38
59|1|0.75
59|3|1.0
59|18381|0.93
59|4|0.91
59|2|0.32
60|7|0.6
60|6|0.42
60|1|0.16
60|3|0.13
60|18381|1.0
60|4|0.3
60|2|0.54
61|7|0.09
61|6|0.18
61|1|0.48
61|3|0.05
61|18381|0.86
61|4|0.62
61|2|0.06
62|7|0.03
62|6|0.43
62|1|0.51
62|3|0.12
62|18381|0.47
62|4|0.21
62|2|0.79
63|7|0.75
63|6|0.31
63|1|0.43
63|3|0.32
63|18381|0.16
63|4|0.4
63|2|0.17
64|7|0.56
64|6|0.96
64|1|0.02
64|3|0.66
64|18381|0.82
64|4|0.48
64|2|0.65
65|7|0.95
65|6|0.28
65|1|0.17
65|3|0.92
65|18381|0.92
65|4|0.08
65|2|0.1
66|7|0.34
66|6|0.59
66|1|0.29
66|3|0.28
66|18381|0.52
66|4|0.3
66|2|0.94
67|7|0.58
67|6|0.32
67|1|0.11
67|3|0.65
67|18381|0.4
67|4|0.83
67|2|0.44
68|7|0.65
68|6|0.31
68|1|0.05
68|3|0.75
68|18381|0.63
68|4|0.45
68|2|0.9
69|7|0.81
69|6|0.81
69|1|0.69
69|3|0.61
69|18381|0.41
69|4|0.26
69|2|0.64
70|7|0.35
70|6|0.25
70|1|0.49
70|3|0.62
70|18381|0.1
70|4|0.53
70|2|0.77
71|7|0.11
71|6|0.62
71|1|0.15
71|3|0.63
71|18381|0.39
71|4|0.83
71|2|0.97
72|7|0.4
72|6|0.56
72|1|0.31
72|3|0.5
72|18381|0.82
72|4|0.18
72|2|0.5
73|7|0.22
73|6|0.92
73|1|0.36
73|3|0.48
73|18381|0.56
73|4|0.77
73|2|0.64
74|7|0.87
74|6|0.11
74|1|0.81
74|3|0.93
74|18381|0.35
74|4|0.88
74|2|0.94
75|7|0.97
75|6|0.77
75|1|0.7
75|3|0.77
75|18381|0.93
75|4|0.34
75|2|0.21
76|7|0.47
76|6|0.72
76|1|0.47
76|3|0.65
76|18381|0.18
76|4|0.54
76|2|0.35
77|7|0.61
77|6|0.82
77|1|0.88
77|3|0.07
77|18381|0.86
77|4|0.71
77|2|0.61
78|7|0.1
78|6|0.57
78|1|0.36
78|3|0.34
78|18381|0.25
78|4|0.13
78|2|0.39
79|7|0.74
79|6|0.56
79|1|0.12
79|3|0.87
79|18381|0.04
79|4|0.07
79|2|0.21
80|7|0.51
80|6|0.71
80|1|0.11
80|3|0.48
80|18381|0.14
80|4|0.02
80|2|0.45
81|7|0.7
81|6|0.17
81|1|0.88
81|3|0.1
81|18381|0.71
81|4|0.61
81|2|0.04
82|7|0.97
82|6|0.2
82|1|0.85
82|3|0.84
82|18381|0.34
82|4|0.74
82|2|0.94
83|7|0.58
83|6|0.45
83|1|1.0
83|3|0.4
83|18381|0.48
83|4|0.94
83|2|0.81
84|7|0.26
84|6|0.65
84|1|0.07
84|3|0.35
84|18381|0.88
84|4|0.25
84|2|0.19
85|7|0.08
85|6|0.4
85|1|0.48
85|3|0.73
85|18381|0.52
85|4|0.82
85|2|0.35
86|7|0.53
86|6|0.97
86|1|0.83
86|3|0.27
86|18381|0.63
86|4|0.04
86|2|0.48
87|7|0.96
87|6|0.1
87|1|0.31
87|3|0.62
87|18381|0.28
87|4|0.59
87|2|0.33
88|7|0.46
88|6|0.62
88|1|0.67
88|3|0.89
88|18381|0.14
88|4|0.51
88|2|0.04
89|7|0.75
89|6|0.99
89|1|0.15
89|3|0.16
89|18381|0.95
89|4|0.76
89|2|0.71
90|7|0.49
90|6|0.51
90|1|0.65
90|3|0.84
90|18381|0.06
90|4|0.63
90|2|0.39
91|7|0.74
91|6|0.32
91|1|0.96
91|3|0.81
91|18381|0.52
91|4|0.49
91|2|0.4
92|7|0.02
92|6|0.5
92|1|0.63
92|3|0.11
92|18381|0.95
92|4|0.58
92|2|0.68
93|7|0.81
93|6|0.52
93|1|0.69
93|3|0.77
93|18381|0.85
93|4|0.31
93|2|0.58
94|7|0.69
94|6|0.04
94|1|0.03
94|3|0.83
94|18381|0.66
94|4|0.29
94|2|0.77
95|7|0.47
95|6|0.76
95|1|0.49
95|3|0.09
95|18381|0.53
95|4|0.95
95|2|0.55
96|7|0.56
96|6|0.52
96|1|0.74
96|3|0.1
96|18381|0.17
96|4|0.26
96|2|0.19
97|7|0.11
97|6|0.49
97|1|0.61
97|3|0.41
97|18381|0.33
97|4|0.02
97|2|0.23
98|7|0.89
98|6|0.48
98|1|0.14
98|3|0.54
98|18381|0.71
98|4|0.68
98|2|0.47
99|7|0.21
99|6|0.38
99|1|0.15
99|3|0.22
99|18381|0.83
99|4|0.13
99|2|0.22
100|7|0.88
100|6|0.45
100|1|0.16
100|3|0.84
100|18381|0.41
100|4|0.38
100|2|0.9
101|7|0.18
101|6|0.21
101|1|0.47
101|3|0.58
101|18381|0.46
101|4|0.13
101|2|0.68
102|7|0.73
102|6|0.46
102|1|0.49
102|3|0.26
102|18381|0.85
102|4|0.1
102|2|0.03
103|7|0.65
103|6|0.06
103|1|0.08
103|3|0.43
103|18381|0.74
103|4|0.95
103|2|0.76
104|7|0.41
104|6|0.09
104|1|0.6
104|3|0.05
104|18381|0.15
104|4|0.42
104|2|0.41
105|7|0.2
105|6|0.44
105|1|0.09
105|3|0.39
105|18381|0.26
105|4|0.34
105|2|0.47
106|7|0.6
106|6|0.59
106|1|0.91
106|3|0.87
106|18381|0.66
106|4|0.63
106|2|0.99
107|7|0.57
107|6|0.67
107|1|0.5
107|3|0.13
107|18381|0.95
107|4|0.22
107|2|0.54
108|7|0.54
108|6|0.11
108|1|0.35
108|3|0.19
108|18381|0.35
108|4|0.14
108|2|0.44
109|7|0.72
109|6|0.81
109|1|0.24
109|3|0.78
109|18381|0.03
109|4|0.12
109|2|0.76
110|7|0.31
110|6|0.05
110|1|0.62
110|3|0.18
110|18381|0.13
110|4|0.46
110|2|0.74
111|7|0.92
111|6|0.66
111|1|0.58
111|3|0.24
111|18381|0.75
111|4|0.76
111|2|0.2
112|7|0.59
112|6|0.96
112|1|0.97
112|3|0.2
112|18381|0.89
112|4|0.66
112|2|0.9
113|7|0.63
113|6|0.81
113|1|0.3
113|3|0.17
113|18381|0.97
113|4|0.85
113|2|0.71
114|7|0.11
114|6|0.85
114|1|0.74
114|3|0.9
114|18381|0.4
114|4|0.78
114|2|0.97
115|7|0.92
115|6|0.74
115|1|0.12
115|3|0.85
115|18381|0.12
115|4|0.8
115|2|0.16
116|7|0.96
116|6|0.96
116|1|0.76
116|3|0.5
116|18381|0.55
116|4|0.89
116|2|0.25
117|7|0.59
117|6|0.87
117|1|0.13
117|3|0.67
117|18381|0.71
117|4|0.21
117|2|0.23
118|7|0.73
118|6|0.9
118|1|0.62
118|3|0.03
118|18381|0.71
118|4|0.86
118|2|0.06
119|7|0.44
119|6|0.25
119|1|0.6
119|3|0.39
119|18381|0.35
119|4|0.56
119|2|0.29
120|7|0.56
120|6|0.12
120|1|0.63
120|3|0.27
120|18381|0.98
120|4|0.65
120|2|0.44
121|7|0.18
121|6|0.12
121|1|0.05
121|3|1.0
121|18381|0.62
121|4|0.92
121|2|0.45
122|7|0.71
122|6|0.03
122|1|0.48
122|3|0.9
122|18381|0.24
122|4|0.99
122|2|0.07
123|7|0.07
123|6|0.05
123|1|0.67
123|3|0.98
123|18381|0.16
123|4|0.4
123|2|0.66
124|7|0.08
124|6|0.63
124|1|0.35
124|3|0.83
124|18381|0.86
124|4|0.08
124|2|0.86
125|7|0.62
125|6|0.3
125|1|0.18
125|3|0.51
125|18381|0.33
125|4|0.08
125|2|0.86
126|7|0.22
126|6|0.17
126|1|0.17
126|3|0.78
126|18381|0.54
126|4|0.71
126|2|0.45
127|7|0.53
127|6|0.04
127|1|0.47
127|3|0.52
127|18381|0.78
127|4|0.98
127|2|0.88
128|7|0.99
128|6|0.2
128|1|0.03
128|3|0.33
128|18381|0.43
128|4|0.63
128|2|0.07
129|7|0.89
129|6|0.87
129|1|0.59
129|3|0.88
129|18381|0.5
129|4|0.19
129|2|0.44
130|7|0.57
130|6|0.62
130|1|0.7
130|3|0.19
130|18381|0.69
130|4|0.19
130|2|0.85
131|7|0.56
131|6|0.51
131|1|0.22
131|3|0.34
131|18381|0.85
131|4|0.39
131|2|0.93
132|7|0.22
132|6|0.12
132|1|0.11
132|3|0.5
132|18381|0.34
132|4|0.48
132|2|0.15
133|7|0.93
133|6|0.64
133|1|0.52
133|3|0.84
133|18381|0.22
133|4|0.16
133|2|0.1
134|7|0.92
134|6|0.95
134|1|0.9
134|3|0.51
134|18381|0.26
134|4|0.37
134|2|0.89
135|7|0.0
135|6|0.24
135|1|0.55
135|3|0.71
135|18381|0.63
135|4|0.16
135|2|0.4
136|7|0.22
136|6|0.58
136|1|0.24
136|3|0.81
136|18381|0.86
136|4|0.26
136|2|0.02
137|7|0.8
137|6|0.69
137|1|0.7
137|3|0.65
137|18381|0.39
137|4|0.14
137|2|0.65
138|7|0.68
138|6|0.36
138|1|0.45
138|3|0.78
138|18381|0.75
138|4|0.95
138|2|0.12
139|7|0.91
139|6|0.93
139|1|0.29
139|3|0.73
139|18381|0.86
139|4|0.33
139|2|0.96
140|7|0.75
140|6|0.73
140|1|0.07
140|3|0.88
140|18381|0.75
140|4|0.71
140|2|0.67
141|7|0.07
141|6|0.81
141|1|0.42
141|3|0.93
141|18381|0.7
141|4|0.72
141|2|0.32
142|7|0.23
142|6|0.13
142|1|0.74
142|3|0.7
142|18381|0.82
142|4|1.0
142|2|0.54
143|7|0.06
143|6|0.66
143|1|0.75
143|3|0.23
143|18381|0.35
143|4|0.53
143|2|0.28
144|7|0.34
144|6|0.6
144|1|0.57
144|3|0.99
144|18381|0.46
144|4|0.86
144|2|0.65
145|7|0.08
145|6|0.99
145|1|0.02
145|3|0.45
145|18381|0.76
145|4|0.64
145|2|0.26
146|7|0.83
146|6|0.76
146|1|0.55
146|3|0.9
146|18381|0.19
146|4|0.08
146|2|0.8
147|7|0.76
147|6|0.38
147|1|0.54
147|3|0.53
147|18381|0.11
147|4|0.28
147|2|0.24
148|7|0.59
148|6|0.76
148|1|0.39
148|3|0.52
148|18381|0.29
148|4|0.5
148|2|0.3
149|7|0.39
149|6|0.99
149|1|0.32
149|3|0.15
149|18381|0.26
149|4|0.28
149|2|0.93
150|7|0.82
150|6|0.95
150|1|0.28
150|3|0.87
150|18381|0.88
150|4|0.66
150|2|0.81
151|7|0.14
151|6|0.5
151|1|0.03
151|3|0.54
151|18381|0.15
151|4|0.75
151|2|0.14
152|7|0.24
152|6|0.02
152|1|0.5
152|3|0.18
152|18381|0.37
152|4|0.13
152|2|0.58
153|7|0.08
153|6|0.86
153|1|0.17
153|3|0.78
153|18381|0.26
153|4|0.15
153|2|0.29
154|7|0.19
154|6|0.88
154|1|0.34
154|3|0.83
154|18381|0.49
154|4|0.02
154|2|0.36
155|7|0.18
155|6|0.31
155|1|0.5
155|3|0.61
155|18381|0.28
155|4|0.06
155|2|0.6
156|7|0.95
156|6|0.48
156|1|0.67
156|3|0.42
156|18381|0.75
156|4|0.18
156|2|0.99
157|7|0.1
157|6|0.55
157|1|0.36
157|3|0.2
157|18381|0.21
157|4|0.42
157|2|0.33
158|7|0.83
158|6|0.55
158|1|0.74
158|3|0.21
158|18381|0.36
158|4|0.26
158|2|0.83
159|7|0.62
159|6|0.63
159|1|0.94
159|3|0.44
159|18381|0.26
159|4|0.22
159|2|0.71
160|7|0.34
160|6|0.29
160|1|0.55
160|3|0.36
160|18381|0.29
160|4|0.01
160|2|0.49
161|7|0.21
161|6|0.98
161|1|0.25
161|3|0.6
161|18381|0.75
161|4|0.67
161|2|0.54
162|7|0.18
162|6|0.72
162|1|0.08
162|3|0.33
162|18381|0.81
162|4|0.58
162|2|0.46
163|7|0.98
163|6|0.16
163|1|0.2
163|3|0.1
163|18381|0.58
163|4|0.23
163|2|0.49
164|7|0.03
164|6|0.35
164|1|0.23
164|3|0.56
164|18381|0.46
164|4|0.8
164|2|0.73
165|7|0.93
165|6|0.21
165|1|0.6
165|3|0.95
165|18381|0.15
165|4|0.44
165|2|0.5
166|7|0.8
166|6|0.5
166|1|0.12
166|3|0.29
166|18381|0.48
166|4|0.27
166|2|0.21
167|7|0.69
167|6|0.85
167|1|0.54
167|3|0.27
167|18381|0.05
167|4|0.17
167|2|0.31
168|7|0.5
168|6|0.09
168|1|0.3
168|3|0.07
168|18381|0.93
168|4|0.08
168|2|0.94
169|7|0.41
169|6|0.86
169|1|0.64
169|3|0.44
169|18381|0.3
169|4|0.15
169|2|0.9
170|7|0.65
170|6|0.85
170|1|0.25
170|3|0.44
170|18381|0.87
170|4|0.83
170|2|0.07
171|7|0.33
171|6|0.31
171|1|0.74
171|3|0.12
171|18381|0.17
171|4|0.51
171|2|0.07
172|7|0.37
172|6|0.84
172|1|0.6
172|3|0.93
172|18381|0.84
172|4|0.07
172|2|0.38
173|7|0.83
173|6|0.58
173|1|0.02
173|3|0.05
173|18381|0.16
173|4|0.78
173|2|0.51
174|7|0.1
174|6|0.89
174|1|0.59
174|3|0.49
174|18381|0.42
174|4|0.54
174|2|0.02
175|7|0.84
175|6|0.6
175|1|0.62
175|3|0.97
175|18381|0.95
175|4|0.52
175|2|0.94
176|7|0.21
176|6|0.81
176|1|0.19
176|3|0.9
176|18381|0.76
176|4|0.69
176|2|0.54
177|7|0.43
177|6|0.25
177|1|0.38
177|3|0.54
177|18381|0.97
177|4|0.57
177|2|0.26
178|7|0.03
178|6|0.48
178|1|0.71
178|3|0.58
178|18381|0.51
178|4|0.04
178|2|0.95
179|7|0.13
179|6|0.73
179|1|0.61
179|3|0.45
179|18381|0.61
179|4|0.12
179|2|0.29
180|7|0.5
180|6|0.24
180|1|0.38
180|3|0.34
180|18381|0.37
180|4|0.48
180|2|0.84
181|7|0.04
181|6|0.28
181|1|0.18
181|3|0.68
181|18381|0.12
181|4|0.53
181|2|0.47
182|7|0.8
182|6|0.02
182|1|0.13
182|3|0.99
182|18381|0.36
182|4|0.65
182|2|0.45
183|7|0.89
183|6|0.73
183|1|0.73
183|3|0.53
183|18381|0.58
183|4|0.0
183|2|0.56
184|7|0.33
184|6|0.29
184|1|0.13
184|3|0.62
184|18381|0.64
184|4|0.5
184|2|0.4
185|7|0.73
185|6|0.96
185|1|0.58
185|3|0.62
185|18381|0.5
185|4|0.49
185|2|0.54
186|7|0.75
186|6|0.28
186|1|0.43
186|3|0.75
186|18381|0.96
186|4|0.79
186|2|0.5
187|7|0.42
187|6|0.4
187|1|0.49
187|3|0.3
187|18381|0.19
187|4|0.39
187|2|0.55
188|7|0.32
188|6|0.98
188|1|0.46
188|3|0.9
188|18381|0.34
188|4|0.73
188|2|0.51
189|7|0.04
189|6|0.67
189|1|0.52
189|3|0.24
189|18381|0.46
189|4|0.39
189|2|0.11
190|7|0.22
190|6|0.62
190|1|0.42
190|3|0.48
190|18381|0.73
190|4|0.55
190|2|0.84
191|7|0.22
191|6|0.39
191|1|0.88
191|3|0.47
191|18381|0.6
191|4|0.13
191|2|0.24
192|7|0.6
192|6|0.34
192|1|0.38
192|3|0.98
192|18381|0.65
192|4|0.14
192|2|0.37
193|7|0.76
193|6|0.78
193|1|0.88
193|3|0.55
193|18381|0.77
193|4|0.86
193|2|0.26
194|7|0.82
194|6|0.24
194|1|0.16
194|3|0.97
194|18381|0.95
194|4|0.04
194|2|0.65
195|7|0.74
195|6|0.92
195|1|0.23
195|3|0.47
195|18381|0.8
195|4|0.43
195|2|0.75
196|7|0.72
196|6|0.58
196|1|0.27
196|3|0.12
196|18381|0.53
196|4|0.62
196|2|0.26
197|7|0.71
197|6|0.25
197|1|0.45
197|3|0.31
197|18381|0.62
197|4|0.98
197|2|0.21
198|7|0.93
198|6|0.05
198|1|0.32
198|3|0.14
198|18381|0.69
198|4|0.43
198|2|0.96
199|7|0.19
199|6|0.87
199|1|0.35
199|3|0.32
199|18381|0.66
199|4|0.01
199|2|0.79
200|7|0.83
200|6|0.44
200|1|0.62
200|3|0.08
200|18381|1.0
200|4|0.17
200|2|0.75
201|7|0.88
201|6|0.8
201|1|0.08
201|3|0.41
201|18381|0.86
201|4|0.5
201|2|0.03
202|7|0.94
202|6|0.14
202|1|0.78
202|3|0.21
202|18381|0.23
202|4|0.7
202|2|0.75
203|7|0.94
203|6|0.88
203|1|0.04
203|3|0.62
203|18381|0.85
203|4|0.83
203|2|0.52
204|7|0.56
204|6|0.4
204|1|0.32
204|3|0.7
204|18381|0.7
204|4|0.35
204|2|0.37
205|7|0.1
205|6|0.0
205|1|0.94
205|3|0.69
205|18381|0.21
205|4|0.14
205|2|0.19
206|7|0.36
206|6|0.28
206|1|0.51
206|3|0.44
206|18381|0.08
206|4|0.38
206|2|0.93
207|7|0.51
207|6|0.9
207|1|0.93
207|3|0.62
207|18381|0.79
207|4|0.63
207|2|0.48
208|7|0.07
208|6|0.48
208|1|0.21
208|3|0.51
208|18381|0.53
208|4|0.19
208|2|0.44
209|7|0.64
209|6|0.69
209|1|0.17
209|3|0.77
209|18381|0.25
209|4|0.58
209|2|0.05
210|7|0.79
210|6|0.08
210|1|0.43
210|3|0.02
210|18381|0.75
210|4|0.24
210|2|0.16
211|7|0.1
211|6|0.27
211|1|0.52
211|3|0.6
211|18381|0.48
211|4|0.41
211|2|0.02
212|7|0.85
212|6|0.32
212|1|0.5
212|3|0.18
212|18381|0.26
212|4|0.8
212|2|0.88
213|7|0.1
213|6|0.23
213|1|0.87
213|3|0.99
213|18381|0.16
213|4|0.5
213|2|0.65
214|7|0.6
214|6|0.83
214|1|0.78
214|3|0.42
214|18381|0.11
214|4|0.18
214|2|0.6
215|7|0.81
215|6|0.69
215|1|0.19
215|3|0.84
215|18381|0.96
215|4|0.67
215|2|0.91
216|7|0.16
216|6|0.78
216|1|0.38
216|3|0.09
216|18381|0.43
216|4|0.19
216|2|0.8
217|7|0.02
217|6|0.7
217|1|0.09
217|3|0.84
217|18381|0.22
217|4|0.48
217|2|0.67
218|7|0.98
218|6|0.88
218|1|0.47
218|3|0.78
218|18381|0.67
218|4|0.4
218|2|0.16
219|7|0.77
219|6|0.43
219|1|0.8
219|3|0.35
219|18381|0.99
219|4|0.64
219|2|0.55
220|7|0.94
220|6|0.9
220|1|0.34
220|3|0.23
220|18381|0.58
220|4|0.4
220|2|0.9
221|7|0.26
221|6|0.2
221|1|0.14
221|3|0.23
221|18381|0.13
221|4|0.14
221|2|0.31
222|7|0.9
222|6|0.39
222|1|0.44
222|3|0.81
222|18381|0.76
222|4|0.05
222|2|0.86
223|7|0.1
223|6|0.86
223|1|0.96
223|3|0.33
223|18381|0.42
223|4|0.82
223|2|0.83
224|7|0.57
224|6|0.92
224|1|0.85
224|3|0.05
224|18381|0.5
224|4|0.96
224|2|0.76
225|7|0.82
225|6|0.88
225|1|0.88
225|3|0.24
225|18381|0.46
225|4|0.45
225|2|0.58
226|7|0.98
226|6|0.12
226|1|0.29
226|3|0.49
226|18381|0.17
226|4|0.95
226|2|0.65
227|7|0.04
227|6|1.0
227|1|0.28
227|3|0.55
227|18381|0.39
227|4|0.08
227|2|0.95
228|7|0.22
228|6|0.57
228|1|0.84
228|3|0.92
228|18381|0.96
228|4|0.47
228|2|0.85
229|7|0.47
229|6|0.42
229|1|0.29
229|3|0.68
229|18381|0.84
229|4|0.4
229|2|0.41
230|7|0.69
230|6|0.01
230|1|0.13
230|3|0.85
230|18381|0.55
230|4|0.93
230|2|0.83
231|7|0.38
231|6|0.83
231|1|0.47
231|3|0.82
231|18381|0.96
231|4|0.09
231|2|0.93
232|7|0.15
232|6|0.86
232|1|0.92
232|3|0.55
232|18381|0.3
232|4|0.29
232|2|0.69
233|7|0.62
233|6|0.8
233|1|0.32
233|3|0.51
233|18381|0.72
233|4|0.36
233|2|0.86
234|7|0.03
234|6|0.62
234|1|0.14
234|3|0.47
234|18381|0.53
234|4|0.01
234|2|0.49
235|7|0.26
235|6|0.54
235|1|0.33
235|3|0.06
235|18381|0.66
235|4|0.89
235|2|0.02
236|7|0.21
236|6|0.6
236|1|0.25
236|3|0.18
236|18381|0.49
236|4|0.15
236|2|0.84
237|7|0.5
237|6|0.38
237|1|0.95
237|3|0.23
237|18381|0.4
237|4|0.43
237|2|0.15
238|7|0.02
238|6|0.66
238|1|0.44
238|3|0.65
238|18381|0.87
238|4|0.04
238|2|0.68
239|7|0.51
239|6|0.73
239|1|0.89
239|3|0.54
239|18381|0.44
239|4|0.52
239|2|0.29
240|7|0.91
240|6|0.05
240|1|0.49
240|3|0.47
240|18381|0.64
240|4|0.25
240|2|0.8
241|7|0.7
241|6|0.31
241|1|0.74
241|3|0.77
241|18381|0.61
241|4|0.58
241|2|0.99
242|7|0.88
242|6|0.41
242|1|0.41
242|3|0.27
242|18381|0.49
242|4|0.67
242|2|0.44
243|7|0.04
243|6|0.39
243|1|0.66
243|3|0.01
243|18381|0.46
243|4|0.71
243|2|0.11
244|7|1.0
244|6|0.51
244|1|0.24
244|3|0.06
244|18381|0.81
244|4|0.42
244|2|0.16
245|7|0.73
245|6|0.58
245|1|0.79
245|3|0.24
245|18381|0.6
245|4|0.73
245|2|0.08
246|7|0.09
246|6|0.6
246|1|0.54
246|3|0.06
